case_id,user_id,IP_id,BAddress_id,DAddress_id,device_id,amount,team_id,status,product_id,BIN_id
C32754,U10594,IP1385,A5532,A1896,D3928,288.506,T17,S2,P3586,BIN132
C32755,U16596,IP5909,A610,A517,D9740,721.53,T9,S1,P2027,BIN486
C32756,U3693,IP491,A9812,A9812,D337,621.445,T124,S1,P2189,BIN320
C32757,U7041,IP2495,A3033,A5596,D24,524.173,T114,S3,P3393,BIN531
C32758,U15758,IP768,A9661,A9661,D7892,182.091,T97,S2,P193,BIN596
C32759,U4328,IP4453,A5930,A5930,D2908,558.469,T176,S3,P3412,BIN871
C32760,U16863,IP966,A2362,A2362,D9651,144.212,T168,S2,P1237,BIN865
C32761,U15529,IP3227,A5511,A5511,D1278,774.591,T48,S3,P4450,BIN355
C32762,U19167,IP666,A3373,A3373,D5967,113.23,T26,S1,P3195,BIN178
C32763,U18962,IP2876,A6445,A6445,D6245,926.479,T139,S3,P2566,BIN697
C32764,U14932,IP3579,A3165,A3165,D3864,817.013,T180,S3,P1970,BIN697
C32765,U7308,IP2797,A2382,A2382,D9011,613.277,T65,S1,P4401,BIN300
C32766,U17612,IP9195,A4550,A4550,D5616,409.524,T176,S3,P881,BIN813
C32767,U16916,IP7753,A199,A199,D452,661.131,T194,S1,P4686,BIN509
C32768,U14845,IP3056,A2270,A2506,D9533,267.749,T149,S2,P3215,BIN153
C32769,U15595,IP314,A5483,A4885,D9721,983.583,T134,S3,P3944,BIN672
C32770,U9143,IP5113,A3749,A3749,D6650,186.454,T121,S3,P1166,BIN5
C32771,U2638,IP413,A4145,A4145,D8781,502.69,T124,S2,P3525,BIN566
C32772,U2388,IP1023,A4287,A4287,D6014,760.245,T113,S2,P1179,BIN524
C32773,U9651,IP4381,A6947,A6947,D6668,963.701,T1,S2,P1571,BIN326
C32774,U15861,IP6145,A1129,A1129,D4241,818.215,T38,S2,P4071,BIN683
C32775,U23767,IP5590,A768,A768,D2146,821.275,T124,S3,P4721,BIN212
C32776,U15013,IP7104,A5658,A5658,D5239,876.485,T93,S3,P2269,BIN605
C32777,U15463,IP8836,A6752,A6752,D6695,432.894,T194,S2,P4107,BIN503
C32778,U14112,IP2044,A8783,A8783,D6946,766.796,T129,S3,P406,BIN755
C32779,U12110,IP5257,A1908,A7475,D8603,12.21,T199,S3,P1459,BIN440
C32780,U13797,IP1760,A1160,A1160,D9636,31.222,T15,S2,P4808,BIN669
C32781,U8245,IP7305,A6822,A6822,D8998,240.341,T149,S3,P2301,BIN720
C32782,U5571,IP8484,A2272,A2272,D6206,168.156,T2,S2,P281,BIN6
C32783,U15749,IP8790,A8937,A8937,D9370,570.699,T127,S2,P4534,BIN144
C32784,U11919,IP3640,A3253,A3253,D7597,857.171,T170,S3,P1018,BIN758
C32785,U12724,IP2086,A3328,A3328,D8635,767.311,T39,S3,P115,BIN107
C32786,U19750,IP6929,A472,A472,D5377,389.794,T18,S1,P3379,BIN469
C32787,U20957,IP8169,A2267,A2267,D3614,518.086,T66,S2,P1466,BIN866
C32788,U15718,IP5958,A5821,A5821,D151,540.749,T40,S2,P210,BIN201
C32789,U22764,IP9365,A1592,A1434,D6536,297.31,T156,S1,P3385,BIN576
C32790,U15045,IP2534,A5947,A5947,D5726,320.901,T77,S1,P75,BIN159
C32791,U16726,IP4874,A7329,A7329,D4657,464.396,T14,S2,P1994,BIN809
C32792,U5143,IP918,A4681,A4681,D9511,479.202,T164,S3,P179,BIN153
C32793,U15824,IP4601,A6034,A4363,D2108,658.446,T5,S1,P3139,BIN392
C32794,U16573,IP6810,A9069,A2001,D4022,491.714,T81,S2,P3631,BIN376
C32795,U9590,IP3282,A8611,A8611,D952,344.36,T128,S3,P155,BIN512
C32796,U8151,IP8590,A815,A271,D30,303.577,T116,S2,P1194,BIN794
C32797,U14857,IP9006,A986,A986,D4139,216.554,T123,S3,P1209,BIN21
C32798,U19669,IP4308,A7800,A7800,D1370,270.478,T74,S2,P3654,BIN361
C32799,U2156,IP3951,A8142,A8142,D6210,551.031,T28,S3,P1137,BIN844
C32800,U8405,IP6799,A8722,A8722,D4771,145.8,T1,S1,P841,BIN535
C32801,U15758,IP483,A6886,A6886,D637,369.719,T172,S1,P707,BIN643
C32802,U23136,IP2900,A1670,A1670,D5740,266.808,T184,S1,P4966,BIN188
C32803,U5194,IP8983,A9865,A9865,D4388,971.039,T75,S3,P4295,BIN941
C32804,U17436,IP1569,A1476,A1476,D6378,235.766,T26,S1,P3192,BIN214
C32805,U2195,IP160,A328,A4047,D8468,395.558,T131,S2,P1579,BIN315
C32806,U11005,IP5353,A2863,A2863,D1301,779.964,T107,S2,P3799,BIN204
C32807,U10399,IP830,A6772,A7137,D6928,206.866,T67,S3,P2024,BIN275
C32808,U16307,IP3435,A6158,A6158,D9195,354.979,T115,S1,P2424,BIN793
C32809,U11639,IP8660,A5795,A5795,D9258,638.122,T153,S2,P1710,BIN603
C32810,U853,IP5860,A9482,A9482,D6099,586.87,T153,S1,P4999,BIN213
C32811,U8967,IP5340,A3370,A3370,D1550,89.917,T142,S3,P2666,BIN292
C32812,U2673,IP3579,A8160,A6944,D734,409.923,T12,S3,P4070,BIN525
C32813,U21763,IP4667,A1471,A9328,D8834,766.483,T131,S3,P2015,BIN414
C32814,U20454,IP8943,A6133,A1003,D5884,615.395,T192,S3,P4525,BIN855
C32815,U24962,IP9659,A2080,A2080,D4228,460.903,T106,S2,P4280,BIN972
C32816,U17065,IP5123,A533,A533,D4469,407.925,T52,S2,P1533,BIN888
C32817,U19920,IP2005,A1514,A1514,D3707,59.986,T190,S2,P4501,BIN911
C32818,U12890,IP9709,A4749,A4749,D5972,97.614,T12,S1,P1071,BIN321
C32819,U16991,IP5640,A8499,A8499,D8534,46.921,T174,S3,P4879,BIN224
C32820,U17172,IP9166,A5017,A5017,D2668,413.807,T147,S2,P1370,BIN858
C32821,U274,IP437,A2363,A2363,D9580,455.799,T193,S1,P586,BIN605
C32822,U3047,IP3835,A4216,A4216,D4890,583.453,T68,S1,P4081,BIN615
C32823,U12160,IP9863,A7119,A6291,D9448,198.771,T158,S3,P3702,BIN221
C32824,U20863,IP2177,A4711,A4711,D7541,645.159,T188,S2,P3106,BIN242
C32825,U3316,IP9717,A1248,A1248,D3653,412.714,T152,S1,P2802,BIN180
C32826,U10816,IP2857,A823,A823,D3284,822.21,T42,S3,P2784,BIN78
C32827,U22352,IP2047,A6051,A6051,D1935,206.362,T102,S3,P2188,BIN690
C32828,U22694,IP1221,A4407,A2063,D1297,725.571,T164,S3,P3040,BIN861
C32829,U20906,IP6029,A922,A922,D4650,449.293,T108,S3,P1629,BIN152
C32830,U18195,IP5325,A2805,A2805,D9034,860.104,T52,S2,P2127,BIN765
C32831,U4899,IP4669,A6579,A6579,D8134,859.644,T35,S3,P2587,BIN658
C32832,U4725,IP6160,A3559,A1208,D907,253.588,T42,S2,P1552,BIN345
C32833,U11693,IP4887,A5826,A5826,D1895,623.186,T60,S3,P375,BIN226
C32834,U13956,IP7242,A1332,A1332,D4893,892.011,T86,S2,P1620,BIN593
C32835,U17342,IP7952,A959,A959,D824,963.267,T94,S2,P1558,BIN380
C32836,U10475,IP3435,A8569,A559,D1313,270.61,T58,S2,P4954,BIN199
C32837,U6740,IP4810,A1372,A1426,D7518,87.999,T14,S2,P4921,BIN59
C32838,U444,IP5820,A7172,A7172,D8060,324.13,T162,S3,P2233,BIN863
C32839,U4572,IP6026,A9771,A9771,D4982,524.197,T153,S2,P676,BIN989
C32840,U6014,IP4348,A5617,A8069,D1651,919.344,T164,S3,P784,BIN551
C32841,U8472,IP1656,A9871,A9871,D3940,303.318,T42,S2,P1660,BIN226
C32842,U2640,IP9025,A6948,A6948,D2068,226.309,T172,S3,P4393,BIN880
C32843,U20845,IP2027,A8359,A6012,D3732,426.673,T62,S3,P516,BIN909
C32844,U14290,IP1848,A2628,A2628,D2621,559.778,T52,S2,P4763,BIN717
C32845,U22573,IP4343,A3712,A3712,D2135,448.43,T160,S2,P1150,BIN362
C32846,U19572,IP9668,A5445,A5445,D116,865.236,T12,S2,P2045,BIN929
C32847,U4277,IP2187,A408,A408,D9735,499.413,T136,S3,P4851,BIN236
C32848,U2941,IP3753,A9103,A9103,D9587,877.002,T194,S3,P3346,BIN312
C32849,U12333,IP8887,A8860,A8860,D4864,56.978,T46,S1,P1843,BIN807
C32850,U2781,IP6848,A713,A4373,D5555,277.651,T157,S3,P3535,BIN776
C32851,U12259,IP1535,A5545,A5545,D8163,11.552,T89,S1,P1551,BIN92
C32852,U7077,IP7065,A5563,A5563,D5195,85.462,T159,S1,P2895,BIN114
C32853,U3018,IP9186,A9476,A7974,D3065,937.166,T168,S3,P2752,BIN603
C32854,U10578,IP9453,A6865,A6865,D9619,905.156,T5,S1,P4729,BIN186
C32855,U17837,IP6755,A7003,A7003,D2825,802.726,T166,S3,P1989,BIN429
C32856,U1721,IP7572,A108,A108,D7352,119.57,T144,S2,P44,BIN337
C32857,U15248,IP9753,A7503,A7503,D2885,997.218,T103,S2,P1053,BIN365
C32858,U20486,IP6111,A5415,A5415,D8688,188.039,T179,S1,P3425,BIN737
C32859,U9546,IP4933,A4863,A4863,D2680,461.762,T175,S2,P1077,BIN874
C32860,U3843,IP1280,A8219,A8219,D3252,863.764,T25,S2,P2735,BIN264
C32861,U21042,IP7762,A9461,A9461,D5470,654.669,T5,S2,P461,BIN356
C32862,U10393,IP3500,A9760,A8249,D3371,581.96,T50,S1,P1574,BIN285
C32863,U5341,IP477,A139,A139,D2045,158.805,T131,S1,P610,BIN989
C32864,U6253,IP9415,A3335,A3335,D7810,820.368,T28,S3,P2753,BIN408
C32865,U19128,IP9171,A6350,A6350,D1549,168.556,T180,S3,P3652,BIN101
C32866,U16626,IP253,A8971,A8971,D9550,942.068,T136,S3,P3282,BIN45
C32867,U10259,IP6307,A5076,A5076,D4108,46.168,T146,S2,P4238,BIN764
C32868,U24889,IP6663,A9975,A9975,D5341,309.782,T173,S2,P3302,BIN533
C32869,U17365,IP6452,A1565,A1565,D8102,348.894,T137,S3,P2143,BIN977
C32870,U19367,IP6804,A6468,A6468,D7119,338.484,T10,S3,P1847,BIN192
C32871,U17184,IP9581,A5436,A8866,D4034,388.007,T30,S1,P3215,BIN229
C32872,U2440,IP3152,A8214,A8214,D6606,254.644,T176,S2,P4349,BIN851
C32873,U14634,IP3484,A6037,A6037,D4952,796.759,T103,S2,P4824,BIN567
C32874,U17574,IP2513,A6314,A6314,D5633,381.813,T42,S1,P3329,BIN226
C32875,U20642,IP6678,A1240,A1240,D4885,925.856,T36,S2,P3070,BIN840
C32876,U4583,IP4258,A8163,A8163,D9456,823.748,T45,S2,P3967,BIN709
C32877,U17364,IP6591,A9420,A9420,D4984,30.041,T167,S3,P1750,BIN945
C32878,U11855,IP112,A4925,A4925,D7316,879.558,T8,S3,P2274,BIN164
C32879,U9820,IP6935,A3477,A3477,D6884,330.25,T165,S2,P2461,BIN693
C32880,U20550,IP8743,A5783,A5783,D231,731.596,T55,S2,P913,BIN887
C32881,U6911,IP9305,A1094,A1094,D2907,594.335,T107,S1,P2918,BIN732
C32882,U14532,IP4145,A8747,A8747,D6986,160.025,T7,S3,P2246,BIN748
C32883,U4160,IP9718,A5629,A5629,D8108,969.072,T88,S3,P1788,BIN661
C32884,U12203,IP4957,A6848,A6848,D4768,784.492,T61,S2,P2006,BIN402
C32885,U18407,IP2523,A4977,A4977,D3918,554.546,T124,S3,P2478,BIN470
C32886,U1475,IP4395,A9158,A9158,D5280,724.486,T116,S2,P4767,BIN482
C32887,U17706,IP4825,A489,A489,D2631,661.874,T98,S1,P571,BIN296
C32888,U20224,IP6889,A4138,A4138,D2454,358.116,T43,S3,P2654,BIN371
C32889,U24302,IP947,A7718,A7718,D5478,520.725,T174,S3,P2249,BIN836
C32890,U10165,IP7567,A4245,A4245,D6332,3.933,T187,S2,P126,BIN275
C32891,U12045,IP1909,A4751,A2151,D305,488.298,T172,S2,P4224,BIN680
C32892,U7592,IP6672,A4065,A4065,D4082,826.519,T190,S1,P59,BIN46
C32893,U11769,IP1379,A696,A696,D2513,753.132,T26,S2,P4456,BIN229
C32894,U22834,IP417,A3392,A3392,D3503,817.953,T27,S2,P2238,BIN872
C32895,U22164,IP644,A6079,A6079,D946,253.724,T197,S1,P2608,BIN457
C32896,U24026,IP7871,A2853,A2853,D4451,633.423,T71,S1,P1212,BIN633
C32897,U2326,IP8341,A2432,A2432,D8777,721.882,T23,S2,P2324,BIN558
C32898,U2451,IP5420,A4684,A5997,D7121,865.728,T141,S1,P2440,BIN53
C32899,U14704,IP9703,A9996,A9996,D4478,676.622,T78,S1,P4669,BIN965
C32900,U10634,IP4296,A9110,A9110,D3618,585.655,T152,S3,P1767,BIN839
C32901,U9544,IP7741,A9528,A9528,D4871,908.538,T165,S3,P3554,BIN400
C32902,U22813,IP5647,A7014,A7014,D6321,937.278,T154,S1,P3638,BIN796
C32903,U14126,IP9263,A6799,A6799,D7789,932.523,T50,S3,P530,BIN692
C32904,U6660,IP2420,A9176,A9176,D6511,190.423,T88,S2,P2287,BIN433
C32905,U16435,IP9869,A1043,A1043,D6462,573.712,T25,S3,P691,BIN262
C32906,U1965,IP9005,A8470,A8470,D2998,823.521,T51,S3,P1730,BIN205
C32907,U9107,IP8694,A1941,A1941,D8456,740.29,T178,S1,P4667,BIN341
C32908,U19797,IP1568,A3995,A3995,D9217,309.031,T43,S3,P168,BIN258
C32909,U3206,IP8867,A3331,A3331,D4614,661.238,T34,S3,P4139,BIN380
C32910,U10711,IP3227,A111,A111,D9679,855.722,T61,S3,P568,BIN25
C32911,U3984,IP8403,A6836,A6836,D5343,794.274,T62,S2,P1151,BIN373
C32912,U3230,IP4963,A1392,A1392,D1651,193.439,T152,S2,P3736,BIN247
C32913,U18359,IP7011,A9815,A9815,D3833,23.603,T186,S3,P2865,BIN342
C32914,U10031,IP2094,A9540,A2784,D4668,813.351,T134,S3,P47,BIN4
C32915,U8479,IP2365,A877,A877,D6092,974.105,T11,S1,P4503,BIN259
C32916,U21271,IP6426,A5671,A5671,D581,995.902,T8,S3,P4628,BIN2
C32917,U11743,IP8620,A2895,A4293,D2405,650.258,T63,S3,P4858,BIN825
C32918,U22817,IP234,A1815,A1815,D7212,490.266,T147,S1,P4084,BIN180
C32919,U13023,IP5768,A9624,A9624,D1988,424.252,T29,S2,P2413,BIN609
C32920,U6167,IP2112,A7174,A7174,D3991,198.673,T6,S2,P607,BIN392
C32921,U12064,IP232,A3262,A3262,D3942,672.989,T186,S3,P4058,BIN935
C32922,U16424,IP8568,A6227,A6227,D2632,559.534,T12,S3,P1338,BIN416
C32923,U1902,IP442,A8566,A8566,D1348,295.069,T194,S1,P4413,BIN984
C32924,U11416,IP3959,A8104,A8104,D7630,981.526,T53,S3,P3371,BIN473
C32925,U8507,IP788,A5240,A8715,D8631,462.916,T174,S2,P2784,BIN917
C32926,U13236,IP4946,A6168,A4776,D2374,505.05,T198,S3,P1553,BIN164
C32927,U12166,IP9240,A6642,A9231,D3631,673.844,T99,S3,P3614,BIN456
C32928,U1723,IP1739,A7290,A7290,D7262,496.515,T52,S3,P4746,BIN710
C32929,U11604,IP8020,A5487,A5487,D7645,298.668,T114,S1,P3639,BIN530
C32930,U6574,IP4877,A5949,A5756,D6759,285.424,T55,S2,P4296,BIN463
C32931,U2681,IP9381,A8794,A8794,D7807,975.43,T102,S1,P1800,BIN943
C32932,U11562,IP3565,A5824,A5824,D5609,113.129,T112,S1,P4910,BIN168
C32933,U22204,IP4945,A6346,A197,D4413,702.099,T15,S1,P2512,BIN997
C32934,U14019,IP5360,A2760,A2675,D8836,96.407,T50,S1,P4680,BIN663
C32935,U4979,IP3934,A2224,A2224,D156,864.26,T198,S1,P1474,BIN909
C32936,U3128,IP483,A7521,A7521,D1269,231.587,T70,S2,P2927,BIN815
C32937,U4411,IP3485,A4476,A4476,D1983,734.361,T181,S2,P4562,BIN223
C32938,U24459,IP790,A4207,A4207,D6199,60.386,T179,S1,P2406,BIN213
C32939,U10565,IP52,A6745,A6745,D8646,599.013,T30,S3,P1951,BIN293
C32940,U10390,IP9407,A3039,A3039,D8004,938.68,T173,S1,P2919,BIN584
C32941,U13679,IP518,A9987,A5061,D6606,246.382,T191,S1,P3019,BIN959
C32942,U13928,IP3670,A1831,A1831,D3889,923.171,T45,S1,P1061,BIN133
C32943,U8192,IP2385,A5633,A5633,D3308,542.916,T57,S1,P209,BIN395
C32944,U18825,IP54,A4119,A4119,D6681,826.127,T98,S2,P3677,BIN129
C32945,U24799,IP5440,A1257,A1257,D3839,332.681,T162,S1,P1196,BIN658
C32946,U18635,IP4413,A8864,A8864,D5574,876.549,T1,S3,P4162,BIN446
C32947,U19170,IP136,A9733,A9733,D4615,465.523,T172,S2,P1045,BIN67
C32948,U410,IP5767,A4918,A4918,D8917,574.974,T76,S1,P358,BIN513
C32949,U11404,IP7229,A5824,A5824,D4954,8.116,T53,S3,P1398,BIN53
C32950,U11397,IP3942,A6099,A6498,D2065,421.69,T35,S3,P2882,BIN965
C32951,U14180,IP6671,A4215,A4215,D4776,175.993,T6,S3,P4972,BIN705
C32952,U378,IP5170,A687,A687,D993,506.089,T122,S3,P4207,BIN204
C32953,U23730,IP3369,A8344,A4881,D8260,419.531,T136,S2,P277,BIN913
C32954,U5077,IP9948,A3194,A3194,D5965,809.64,T143,S2,P2713,BIN284
C32955,U6207,IP1284,A4344,A4344,D58,976.184,T35,S1,P1460,BIN461
C32956,U6285,IP1413,A144,A144,D8956,138.285,T73,S2,P4892,BIN822
C32957,U19832,IP2576,A2426,A2426,D2056,768.296,T64,S1,P3767,BIN980
C32958,U3503,IP2709,A4014,A4014,D8712,951.753,T125,S3,P2629,BIN732
C32959,U1144,IP3743,A3907,A3907,D5787,406.458,T160,S2,P4342,BIN596
C32960,U20962,IP8497,A6812,A6812,D1012,944.089,T90,S3,P151,BIN65
C32961,U2109,IP8208,A4381,A4381,D3362,457.601,T184,S2,P933,BIN853
C32962,U11799,IP9182,A3652,A3652,D1636,846.958,T77,S1,P410,BIN361
C32963,U356,IP3583,A7511,A7511,D9516,737.896,T123,S2,P653,BIN97
C32964,U9003,IP9567,A6336,A6336,D1274,928.566,T84,S1,P3919,BIN104
C32965,U21027,IP9509,A3385,A3385,D9325,898.809,T192,S2,P4959,BIN446
C32966,U4014,IP4713,A1679,A1679,D5752,530.316,T3,S2,P1911,BIN719
C32967,U12958,IP7778,A5896,A5896,D1979,755.573,T84,S2,P3729,BIN495
C32968,U16537,IP427,A1299,A1299,D9722,330.05,T4,S3,P2013,BIN556
C32969,U6160,IP3339,A4388,A4388,D6250,841.454,T116,S2,P996,BIN717
C32970,U1414,IP165,A873,A873,D5997,250.303,T3,S1,P4999,BIN311
C32971,U24892,IP2354,A1579,A1579,D9950,388.801,T5,S2,P1132,BIN357
C32972,U1163,IP2581,A2449,A2449,D6847,763.952,T28,S2,P3739,BIN787
C32973,U21230,IP9979,A7184,A7184,D4584,32.41,T55,S3,P4819,BIN540
C32974,U14842,IP8518,A3159,A3159,D4335,90.766,T144,S2,P771,BIN135
C32975,U11903,IP5818,A716,A4657,D9856,893.677,T47,S3,P2852,BIN34
C32976,U3111,IP4049,A5385,A5385,D7864,377.188,T97,S3,P3514,BIN945
C32977,U14662,IP2724,A7543,A7543,D6840,528.409,T176,S1,P3044,BIN963
C32978,U24107,IP9068,A4853,A4853,D2768,532.411,T77,S1,P457,BIN633
C32979,U24398,IP4833,A5874,A5874,D6123,409.901,T110,S3,P286,BIN101
C32980,U14859,IP2924,A4748,A4748,D584,116.06,T57,S3,P3681,BIN593
C32981,U268,IP2507,A3985,A3985,D9477,5.508,T182,S1,P175,BIN610
C32982,U6440,IP9232,A1405,A1405,D1635,517.111,T42,S1,P1097,BIN711
C32983,U13768,IP5496,A3564,A3564,D3609,862.755,T56,S3,P1682,BIN352
C32984,U14693,IP8176,A3747,A3747,D3114,75.688,T150,S1,P3256,BIN250
C32985,U4073,IP5585,A6896,A6896,D9019,935.186,T102,S2,P4897,BIN638
C32986,U9681,IP3689,A7797,A7797,D827,412.207,T139,S1,P1686,BIN239
C32987,U12181,IP6767,A9850,A9850,D9186,419.153,T48,S3,P105,BIN364
C32988,U19933,IP4578,A5451,A5451,D2386,973.34,T185,S2,P2227,BIN433
C32989,U2972,IP4451,A5002,A5002,D7354,642.592,T192,S2,P2841,BIN509
C32990,U18998,IP8044,A4522,A4522,D1495,914.308,T56,S3,P3983,BIN580
C32991,U21034,IP6139,A7141,A7141,D3597,879.082,T83,S2,P493,BIN397
C32992,U12844,IP3764,A3691,A3691,D2173,205.218,T60,S2,P2389,BIN54
C32993,U8843,IP9547,A7937,A7937,D1047,807.019,T198,S1,P515,BIN791
C32994,U13647,IP9590,A613,A613,D3716,327.936,T190,S1,P3582,BIN227
C32995,U7218,IP1467,A5316,A5316,D992,701.169,T113,S2,P3034,BIN864
C32996,U21595,IP1447,A5664,A5664,D9751,590.447,T37,S2,P3443,BIN123
C32997,U18011,IP2131,A2618,A2618,D4790,188.909,T169,S2,P212,BIN367
C32998,U2462,IP820,A4609,A4609,D1160,834.646,T121,S3,P2179,BIN643
C32999,U1113,IP7032,A791,A791,D264,594.967,T170,S3,P918,BIN655
C33000,U24929,IP1583,A5344,A5344,D3648,909.118,T17,S2,P2191,BIN769
C33001,U433,IP6659,A5435,A5435,D9613,981.73,T86,S3,P3499,BIN702
C33002,U13523,IP2331,A1523,A1523,D7283,371.978,T61,S2,P1188,BIN683
C33003,U10745,IP6361,A7805,A7805,D9199,981.44,T76,S3,P1515,BIN391
C33004,U17662,IP1882,A6680,A6680,D1013,513.42,T100,S1,P3266,BIN516
C33005,U20801,IP4473,A1920,A1920,D2412,457.716,T130,S1,P1295,BIN283
C33006,U19731,IP484,A8884,A6583,D8822,438.885,T15,S3,P4961,BIN826
C33007,U12871,IP9139,A7237,A7237,D9800,945.363,T135,S3,P1151,BIN40
C33008,U24467,IP1495,A8220,A8220,D2069,856.92,T88,S1,P1753,BIN610
C33009,U14839,IP9201,A451,A451,D4471,258.932,T85,S1,P1673,BIN946
C33010,U7805,IP1797,A7770,A7770,D1434,735.906,T10,S2,P3952,BIN566
C33011,U3832,IP4576,A9627,A9627,D676,694.73,T192,S1,P4954,BIN429
C33012,U6921,IP915,A6271,A6902,D842,571.131,T110,S1,P1437,BIN936
C33013,U13399,IP8336,A6806,A6806,D3193,25.204,T165,S2,P2251,BIN574
C33014,U18573,IP395,A5345,A4486,D9206,812.566,T125,S3,P4064,BIN915
C33015,U15905,IP9061,A693,A693,D316,965.898,T49,S3,P4697,BIN881
C33016,U23200,IP6179,A2010,A2010,D5883,777.546,T77,S1,P2186,BIN752
C33017,U14653,IP4703,A1956,A4908,D3050,797.383,T13,S2,P2425,BIN554
C33018,U1286,IP7067,A3906,A3832,D4479,18.098,T14,S3,P3293,BIN974
C33019,U3538,IP1593,A9620,A9620,D3279,252.044,T59,S2,P4158,BIN568
C33020,U21374,IP4319,A9056,A9056,D2079,720.26,T59,S1,P1148,BIN995
C33021,U547,IP6197,A6326,A1976,D8865,14.929,T53,S3,P1792,BIN484
C33022,U9083,IP8465,A7668,A7668,D6909,913.681,T113,S1,P523,BIN887
C33023,U3288,IP6528,A2658,A2658,D9841,200.565,T122,S3,P3302,BIN231
C33024,U758,IP4665,A1931,A1931,D4788,409.317,T161,S1,P26,BIN419
C33025,U2937,IP2074,A9950,A9950,D6981,754.145,T31,S2,P4791,BIN807
C33026,U16673,IP2829,A2612,A6860,D1035,981.958,T164,S1,P3994,BIN339
C33027,U21498,IP9526,A7170,A7170,D8506,63.32,T147,S2,P4486,BIN564
C33028,U11358,IP1081,A2558,A2558,D531,913.802,T146,S2,P4690,BIN195
C33029,U22270,IP9334,A9443,A9443,D7643,310.346,T19,S3,P2992,BIN498
C33030,U14756,IP4233,A6586,A6586,D9743,864.648,T120,S1,P3538,BIN924
C33031,U4772,IP9210,A4160,A4160,D9907,584.143,T61,S3,P970,BIN939
C33032,U4056,IP3523,A1509,A1509,D4259,140.632,T55,S1,P3766,BIN882
C33033,U12463,IP3275,A9509,A7649,D4916,81.071,T44,S1,P467,BIN412
C33034,U3694,IP802,A6565,A6565,D6976,635.555,T52,S2,P1136,BIN360
C33035,U42,IP4038,A515,A515,D100,316.748,T114,S2,P266,BIN108
C33036,U18810,IP3391,A3039,A3039,D1811,401.836,T67,S3,P4663,BIN890
C33037,U19691,IP2204,A8842,A8842,D8897,247.782,T145,S3,P4375,BIN645
C33038,U21484,IP3626,A7471,A7471,D6786,572.263,T6,S2,P3739,BIN523
C33039,U13657,IP1136,A5757,A5757,D1041,935.083,T32,S3,P2207,BIN204
C33040,U4800,IP6066,A8129,A8129,D7608,882.963,T131,S3,P3689,BIN617
C33041,U82,IP7425,A7668,A4193,D8599,688.793,T163,S1,P2230,BIN99
C33042,U23122,IP2139,A2291,A5646,D7402,694.248,T50,S1,P586,BIN712
C33043,U7182,IP1458,A1882,A1882,D6107,769.371,T66,S3,P4213,BIN650
C33044,U5169,IP5768,A7733,A7733,D1836,121.068,T62,S1,P1535,BIN504
C33045,U16977,IP6150,A6988,A8816,D2948,109.934,T2,S1,P4331,BIN446
C33046,U5044,IP8636,A6341,A6341,D8384,891.059,T168,S1,P4440,BIN385
C33047,U21803,IP3512,A9074,A5964,D8920,421.417,T7,S3,P3878,BIN562
C33048,U9718,IP2400,A9215,A4963,D8439,962.494,T120,S1,P1423,BIN100
C33049,U7277,IP6781,A7555,A7421,D1559,420.188,T57,S2,P4447,BIN890
C33050,U14437,IP9304,A9507,A9347,D6099,811.583,T69,S1,P2249,BIN846
C33051,U3079,IP6124,A4497,A4497,D4465,53.37,T137,S3,P1896,BIN851
C33052,U6668,IP7387,A2560,A1538,D5072,91.377,T15,S2,P4622,BIN96
C33053,U8565,IP3116,A70,A70,D6655,988.743,T111,S3,P4218,BIN394
C33054,U23898,IP1628,A9020,A9020,D7816,809.274,T132,S2,P772,BIN11
C33055,U3510,IP9228,A6167,A6167,D2504,638.957,T108,S2,P1343,BIN512
C33056,U24419,IP5704,A9380,A4356,D8843,55.582,T128,S1,P1911,BIN986
C33057,U4177,IP6485,A6692,A6798,D2371,505.053,T192,S2,P1650,BIN582
C33058,U12030,IP8379,A1912,A6787,D7472,150.551,T195,S3,P1595,BIN423
C33059,U21833,IP500,A9000,A1394,D4625,246.182,T72,S2,P2502,BIN503
C33060,U21028,IP4255,A6930,A781,D7145,970.379,T122,S3,P4763,BIN644
C33061,U22092,IP2539,A8009,A8009,D7948,836.215,T96,S3,P1715,BIN118
C33062,U20367,IP6521,A686,A1375,D6865,370.337,T170,S1,P2789,BIN170
C33063,U20237,IP4837,A5502,A5502,D7926,186.809,T35,S3,P739,BIN245
C33064,U2991,IP2557,A1418,A1418,D1188,462.86,T120,S3,P1694,BIN655
C33065,U15562,IP2505,A8877,A8877,D6885,463.424,T78,S3,P2380,BIN184
C33066,U6173,IP5297,A7916,A7916,D4426,149.989,T99,S2,P1192,BIN180
C33067,U18684,IP3092,A9318,A9318,D278,724.35,T86,S2,P3433,BIN985
C33068,U10808,IP290,A9746,A9746,D901,185.732,T128,S2,P3269,BIN662
C33069,U8677,IP7060,A1190,A1190,D4976,755.562,T54,S2,P2262,BIN615
C33070,U4500,IP1562,A5523,A103,D4,311.581,T15,S2,P4918,BIN682
C33071,U24380,IP6304,A5849,A5849,D4424,849.983,T103,S2,P578,BIN176
C33072,U21713,IP7685,A6461,A6461,D3858,262.625,T58,S1,P3709,BIN361
C33073,U8652,IP4672,A1554,A1554,D6338,628.783,T47,S1,P1752,BIN359
C33074,U1174,IP1956,A2274,A2274,D8171,591.7,T116,S3,P230,BIN284
